ID,Word 1,Word 2,PoS,Annotator 1,Annotator 2,Annotator 3,Annotator 4,Annotator 5,Annotator 6,Annotator 7,Annotator 8,Annotator 9,Annotator 10
812,mantequilla,patata,nouns,0,0,3,0,0,0,0,0,4,0
813,neurosis,mente,nouns,0,0,5,0,0,0,5,1,4,0
814,taxi,coche,nouns,1,1,5,1,1,6,5,3,5,3
815,ácido,base,nouns,0,2,0,0,0,0,0,0,5,3
816,fórmula,ecuación,nouns,3,1,6,3,2,5,5,5,5,3
817,insecto,abeja,nouns,2,1,6,1,1,6,4,2,4,2
818,caballo,buey,nouns,0,0,3,0,0,0,4,1,4,2
819,hombres,fraternidad,nouns,0,0,5,1,2,0,0,0,3,0
820,chocolate,tarta,nouns,0,1,5,1,0,0,1,1,5,0
821,mundo,globo,nouns,3,2,6,3,3,0,3,4,6,0
822,brazo,hueso,nouns,0,0,5,0,0,0,0,0,4,0
823,canela,caramelo,nouns,0,0,4,0,0,0,0,0,4,0
824,creencia,impresión,nouns,2,1,3,3,3,0,3,0,5,4
825,serpiente,lagartija,nouns,0,0,5,0,1,0,0,1,5,0
826,destrucción,construcción,nouns,0,0,0,0,0,0,0,1,2,0
827,carne,pan,nouns,0,0,0,0,0,0,1,0,4,0
828,diccionario,definición,nouns,1,1,6,3,0,4,4,2,5,0
829,ayudante,mucama,nouns,2,2,3,2,0,5,2,4,5,0
830,cuota,pago,nouns,4,0,6,3,3,6,5,5,6,4
831,playa,mar,nouns,0,1,6,3,2,6,6,5,5,0
832,bote,árbol,nouns,0,0,0,0,0,0,0,0,3,0
833,rayo,sol,nouns,0,1,6,0,0,0,0,1,5,0
834,Cereza,fresa,nouns,0,0,5,0,0,0,0,1,4,3
835,poema,ritmo,nouns,0,0,5,0,1,0,0,0,4,0
836,dama,Hidalgo,nouns,0,0,3,0,0,0,0,1,5,0
837,patio,pulgada,nouns,0,0,0,0,0,0,0,0,1,0
838,actividad,movimiento,nouns,3,0,5,3,3,0,6,3,5,2
839,gente,pistola,nouns,0,0,0,0,0,0,0,0,1,0
840,hueso,rodilla,nouns,0,0,4,0,0,0,1,0,4,0
841,ventana,puerta,nouns,0,0,4,0,0,0,0,1,4,0
842,brazo,cuerpo,nouns,0,1,5,0,0,0,1,0,4,0
843,invierno,temporada,nouns,1,1,5,3,2,4,6,2,5,0
844,llave,candado,nouns,0,0,6,3,0,6,0,1,5,3
845,Rey,regla,nouns,0,0,6,0,0,0,0,0,3,0
846,terremoto,temblor,nouns,2,1,6,3,4,6,6,5,6,5
847,novio,novia,nouns,1,2,6,1,5,0,6,1,5,5
848,cuello,espina,nouns,0,0,3,0,0,0,0,0,2,0
849,amigo,compañero,nouns,3,1,5,2,2,6,6,4,5,4
850,aleación,acero,nouns,0,1,5,0,0,0,2,2,5,0
851,cumpleaños,año,nouns,0,1,6,0,0,0,2,1,5,0
852,chico,pareja,nouns,0,0,1,0,0,0,3,3,4,0
853,niño,pareja,nouns,0,0,1,0,0,0,0,0,3,0
854,anillo,compromiso,nouns,0,0,6,2,0,0,5,2,4,2
855,periódico,información,nouns,2,0,6,1,0,0,5,2,4,0
856,gente,partido,nouns,0,0,5,0,0,0,0,0,3,0
857,cuerpo,hombro,nouns,0,1,5,0,0,0,0,0,4,0
858,sociedad,negocio,nouns,0,1,4,2,2,0,0,4,5,4
859,poliedro,actor,nouns,0,0,0,0,0,0,0,0,0,0
860,nube,tormenta,nouns,0,1,6,0,0,0,0,0,4,0
861,barro,suciedad,nouns,2,1,6,1,2,0,4,3,4,0
862,palabra,periódico,nouns,0,0,6,0,0,0,0,1,4,0
863,condición,niño,nouns,0,0,0,0,0,0,0,0,1,0
864,rock,mía,nouns,0,0,0,0,0,0,0,0,0,0
865,pueblo,ciudad,nouns,2,1,6,3,2,0,4,2,5,4
866,abundancia,mucho,nouns,3,4,6,5,4,6,6,5,5,6
867,Campaña,mono,nouns,0,0,0,0,0,0,0,0,1,0
868,editorial,Noticias,nouns,1,0,6,0,0,0,0,2,5,3
869,hombre,tío,nouns,0,1,4,3,1,0,6,4,4,0
870,dinero,capital,nouns,4,4,6,5,3,6,5,4,6,0
871,realidad,fantasía,nouns,0,0,0,0,0,0,0,1,2,0
872,ensalada,vinagre,nouns,0,0,3,0,0,0,3,1,4,0
873,niño,soldado,nouns,0,0,0,0,0,0,0,0,4,0
874,desayuno,cena,nouns,0,0,1,0,0,0,0,1,5,0
875,elección,vena,nouns,0,0,0,0,0,0,0,0,0,0
876,impuesto,ingresos,nouns,0,0,0,0,0,0,0,2,5,0
877,bote,coche,nouns,0,0,0,0,1,0,0,0,5,0
878,litoral,costa,nouns,5,4,6,3,5,6,4,6,6,2
879,medio,Noticias,nouns,0,1,4,3,2,0,2,2,5,2
880,derecho,justicia,nouns,1,2,6,1,1,0,3,1,5,3
881,comida,cintura,nouns,0,0,3,0,0,0,0,0,2,0
882,princesa,isla,nouns,0,0,0,0,0,0,0,0,1,0
883,tronco,bañera,nouns,0,0,0,0,0,0,0,0,0,0
884,peligro,enfermedad,nouns,0,0,3,0,0,0,1,0,3,1
885,recaudación de fondos,desarrollo,nouns,0,0,3,0,0,0,0,0,5,0
886,ratón,gato,nouns,0,0,0,0,0,0,0,1,4,0
887,apartamento,hotel,nouns,0,0,6,1,0,0,0,0,4,0
888,vestir,danza,nouns,0,1,0,0,0,0,0,0,2,0
889,moneda,concurrencia,nouns,0,0,0,3,0,0,0,0,0,0
890,hija,niño,nouns,0,0,0,0,0,0,0,0,4,0
891,bañera,truco,nouns,0,0,0,0,0,0,0,0,0,0
892,club,marca,nouns,0,0,4,0,0,0,0,0,5,0
893,niña,mucama,nouns,0,0,1,0,0,0,0,0,2,2
894,frase,palabra,nouns,0,1,6,0,1,0,3,1,4,0
895,perro,caballo,nouns,0,0,0,0,0,0,0,1,4,0
896,pantalla,monitor,nouns,4,4,6,4,5,3,6,6,6,6
897,gobierno,lagartija,nouns,0,0,0,0,0,0,0,0,0,0
898,fin de semana,semana,nouns,0,1,6,4,0,0,0,1,5,5
899,desesperación,miseria,nouns,3,2,6,2,2,0,3,0,6,0
900,multiplicación,división,nouns,0,0,0,0,0,0,0,1,4,0
901,piano,armonía,nouns,0,0,0,0,0,0,0,0,3,0
902,intestino,nervio,nouns,0,0,3,0,0,0,0,0,4,0
903,sol,cielo,nouns,0,0,5,0,0,0,0,1,4,0
904,médico,profesor,nouns,0,0,4,0,0,0,0,0,4,0
905,filósofo,carreras,nouns,0,0,0,0,0,0,0,0,3,0
906,brazo,rodilla,nouns,0,0,0,0,0,0,0,1,4,0
907,administración,gestión,nouns,4,2,6,1,2,0,6,3,6,4
908,palacio,rascacielos,nouns,0,0,2,0,0,0,0,0,4,0
909,tobillo,ventana,nouns,0,0,0,0,0,0,0,0,1,0
910,estómago,vena,nouns,0,0,0,0,0,0,0,0,4,0
911,página,párrafo,nouns,0,1,5,0,1,0,0,2,4,4
912,senado,constitución,nouns,0,0,6,0,1,0,3,1,3,0
913,parte superior,lado,nouns,1,0,1,0,1,0,5,0,4,0
914,playa,orilla,nouns,1,1,6,3,3,0,6,3,4,0
915,coche,carro,nouns,5,6,6,3,5,6,6,6,6,0
916,Brújula,elefante,nouns,0,0,0,0,0,0,0,0,1,0
917,tanque,coche,nouns,0,0,1,0,1,0,0,0,4,0
918,puesta de sol,mesa,nouns,0,0,0,0,0,0,0,0,1,0
919,límite,frontera,nouns,4,4,6,4,5,5,6,5,6,6
920,madera,manta,nouns,0,0,0,0,0,0,0,0,1,0
921,camisa,cárdigan,nouns,0,0,5,0,0,0,0,1,4,2
922,menú,orden,nouns,0,0,3,0,3,0,0,0,4,0
923,jefe,alcalde,nouns,0,1,3,0,1,0,3,0,5,2
924,actor,cantante,nouns,0,0,3,0,0,0,0,1,4,0
925,fuerza,capacidad,nouns,0,1,5,3,2,0,6,3,6,3
926,medalla,zapatillas,nouns,0,0,0,0,0,0,0,0,2,0
927,libertad,oasis,nouns,0,0,0,0,0,0,0,0,2,0
928,puntero,diapositiva,nouns,0,0,0,0,0,0,0,1,4,0
929,túnel,camino,nouns,2,1,6,3,1,0,2,2,4,3
930,cubo,juguete,nouns,0,0,4,0,0,0,3,0,3,0
931,rata,ratón,nouns,4,4,5,3,5,6,6,3,5,3
932,Iglesia,catedral,nouns,4,4,5,3,4,6,5,5,6,2
933,cerveza,alcohol,nouns,1,1,6,4,1,0,5,2,5,0
934,director,jefe,nouns,3,2,6,4,3,6,6,5,6,4
935,código malicioso,gusano,nouns,0,0,6,0,2,0,0,0,5,0
936,ausencia,presencia,nouns,0,0,0,0,0,0,0,1,2,0
937,pie,cabeza,nouns,0,0,0,0,0,0,0,1,4,0
938,matemático,show,nouns,0,0,0,0,0,0,0,0,1,0
939,era,década,nouns,2,1,5,3,2,0,4,2,5,2
940,música,melodía,nouns,2,2,6,4,3,6,5,5,5,2
941,siglo,año,nouns,0,1,6,0,0,0,0,1,5,0
942,codo,tobillo,nouns,0,0,0,0,0,0,0,0,4,0
943,carta,párrafo,nouns,0,0,4,0,0,0,0,0,4,0
944,cuerpo,nervio,nouns,0,0,1,0,0,0,0,0,4,0
945,arena,pie,nouns,0,0,1,0,0,0,0,0,3,0
946,anarquía,caos,nouns,4,4,6,1,3,0,6,2,6,4
947,balada,canción,nouns,4,4,6,3,4,0,6,3,5,4
948,niño,hijo,nouns,0,1,6,3,4,0,6,3,5,3
949,policía,copiloto,nouns,0,0,1,0,0,0,0,0,2,0
950,puesta de sol,amanecer,nouns,0,0,1,0,0,0,0,1,4,0
951,dedo del pie,dedo,nouns,5,4,6,4,4,6,6,5,5,4
952,adulto,guardián,nouns,0,0,3,0,4,0,0,2,4,0
953,infinito,cero,nouns,0,0,0,0,0,0,2,0,5,0
954,coche,fábrica,nouns,0,0,1,0,0,0,0,0,3,0
955,cabina,choza,nouns,1,0,4,3,0,0,0,0,5,0
956,telescopio,silla,nouns,0,0,0,0,0,0,0,0,2,0
957,intrigante,estratega,nouns,0,0,0,0,0,0,0,0,6,0
958,coche,camión,nouns,2,1,0,0,1,0,2,2,4,0
959,violín,instrumento,nouns,1,1,6,4,1,6,1,2,4,3
960,piso,cubierta,nouns,0,1,3,0,1,0,0,0,3,0
961,código,símbolo,nouns,0,1,6,2,2,0,1,3,4,4
962,palabra principal,sintaxis,nouns,0,1,4,0,0,0,0,0,4,0
963,nervio,cerebro,nouns,1,1,3,0,0,0,0,1,4,0
964,situación,condición,nouns,4,5,5,3,3,6,3,3,5,6
965,un pan,queso,nouns,0,0,0,0,0,0,0,0,4,0
966,jugo,cuchara,nouns,0,0,0,0,0,0,0,0,2,0
967,carne,sándwich,nouns,0,0,4,0,0,0,0,0,4,0
968,vagón,carro,nouns,5,0,5,3,2,0,0,0,4,6
969,cursor,patatas fritas,nouns,0,0,0,0,0,0,0,0,0,0
970,alegría,orgullo,nouns,0,0,5,0,0,4,0,0,3,0
971,nube,calina,nouns,0,0,4,0,0,0,0,0,5,0
972,madera,tronco,nouns,3,1,6,2,4,6,3,3,5,5
973,profesor,estudiante,nouns,0,1,0,0,0,0,0,1,4,0
974,animal,persona,nouns,0,1,0,0,0,0,0,0,3,0
975,cielo,sueño,nouns,0,0,4,0,0,0,0,0,1,0
976,heroína,héroe,nouns,1,2,6,4,4,0,0,3,5,5
977,fecha,calendario,nouns,0,0,6,0,2,0,0,2,5,0
978,ofrecimiento,contribución,nouns,3,0,6,4,0,6,0,4,5,6
979,manuscrito,artículo,nouns,0,1,6,3,1,0,2,1,4,4
980,ciencia,psicología,nouns,0,1,1,0,1,0,0,1,4,0
981,sociedad,cultura,nouns,0,2,5,3,3,0,1,2,3,0
982,algodón,suéter,nouns,0,1,1,0,0,0,0,1,4,0
983,libro,tema,nouns,0,0,5,0,0,0,0,1,3,0
984,libertad,censura,nouns,0,0,0,0,0,0,0,0,2,0
985,mago,cable,nouns,0,0,0,0,0,0,0,0,0,0
986,vino,espíritu,nouns,0,0,0,0,1,0,0,0,1,0
987,campeón,ganador,nouns,4,2,6,5,5,6,2,5,6,6
988,guionista,televisión,nouns,0,0,6,0,0,0,0,1,4,0
989,libro,literatura,nouns,1,1,6,0,3,0,1,2,5,4
990,sabueso,zorro,nouns,0,0,3,0,0,0,0,0,4,5
991,hueso,cuello,nouns,0,0,0,0,0,0,0,0,4,0
992,presidente,alcalde,nouns,0,1,5,3,2,0,0,2,5,3
993,sílaba,lema,nouns,0,1,1,0,0,0,0,0,4,0
994,fonología,pantalla,nouns,0,0,0,0,0,0,0,0,1,0
995,hombre,sospechar,nouns,0,0,3,0,0,0,0,0,1,0
996,dentista,coronel,nouns,0,0,0,0,0,0,0,0,3,0
997,ilustración,ampolla,nouns,0,0,0,0,0,0,0,0,0,0
998,bar,cárcel,nouns,0,0,0,0,0,0,0,0,2,0
999,menta,goma,nouns,0,0,1,0,0,0,0,0,0,0
1000,formación,lista,nouns,0,0,0,0,2,0,0,0,3,0
1001,aviación,vuelo,nouns,1,1,6,4,1,0,0,2,4,3
1002,campus,Universidad,nouns,0,1,6,3,4,4,3,4,5,6
1003,uña,mano,nouns,0,1,6,0,0,0,0,1,4,0
1004,eczema,dermatitis,nouns,2,0,6,3,3,0,0,3,5,0
1005,opinión,idea,nouns,3,1,6,3,4,6,3,3,6,4
1006,metro,pulgada,nouns,0,1,5,0,1,0,1,1,5,0
1007,avalancha,nieve,nouns,0,1,6,0,0,0,2,1,5,0
1008,agresión,hostilidad,nouns,4,5,6,1,1,0,2,4,5,2
1009,dieta,ensalada,nouns,0,0,6,0,0,0,0,0,4,0
1010,dolor,daño,nouns,2,1,6,2,3,0,0,3,6,0
1011,padre,progenitor,nouns,6,3,6,6,5,0,6,6,6,4
1012,amigo,madre,nouns,0,0,0,0,0,0,0,0,3,0
1013,decoración,sobre,nouns,0,0,0,0,0,0,0,0,1,0
1014,traductor,extranjero,nouns,0,0,1,0,0,0,0,0,4,0
1015,diccionario,enciclopedia,nouns,0,1,6,2,1,0,2,3,5,5
1016,pan,harina,nouns,0,0,6,0,0,0,0,1,4,0
1017,sombrero,capa,nouns,0,0,4,0,0,0,0,0,4,0
1018,tarjeta,puente,nouns,0,0,0,0,0,0,0,0,0,0
1019,vehículo,autobús,nouns,3,0,6,0,2,0,3,3,5,3
1020,multitud,desfile,nouns,1,0,5,0,2,0,2,3,4,4
1021,abrigo,choza,nouns,0,0,0,0,0,0,0,0,0,0
1022,objetivo,búsqueda,nouns,0,0,6,0,2,0,0,1,3,0
1023,comida,programa,nouns,0,0,0,0,0,0,0,0,1,0
1024,solicitante,solicitud,nouns,0,1,6,0,0,0,1,0,5,4
1025,miembro,pierna,nouns,4,0,6,3,3,5,3,4,5,3
1026,crimen,robo,nouns,4,1,6,2,2,5,3,3,5,0
1027,negocio,empresa,nouns,3,2,6,4,3,5,5,5,6,4
1028,neuropsicología,parasicología,nouns,0,1,4,0,0,0,0,1,5,0
1029,sangre,cuerpo,nouns,0,0,1,0,0,0,0,0,4,0
1030,fraternidad,béisbol,nouns,0,0,0,0,0,0,0,0,3,0
1031,esposa,marido,nouns,0,1,6,0,0,0,0,1,5,2
1032,tsunami,mar,nouns,0,1,6,1,0,0,2,1,4,3
1033,boca,labio,nouns,0,1,6,0,1,6,2,3,4,0
1034,dieta,manzana,nouns,0,0,5,0,0,0,0,0,4,0
1035,mapa,cuadrado,nouns,0,0,2,0,0,0,0,0,2,0
1036,biotopo,biología,nouns,0,0,5,0,0,0,0,0,4,0
1037,barra,cortina,nouns,0,0,1,0,0,0,0,0,3,0
1038,prado,pradera,nouns,3,4,6,2,4,6,6,6,6,3
1039,polinización,estambre,nouns,0,0,3,0,0,0,0,1,5,0
1040,campanario,capilla,nouns,0,0,2,0,0,0,0,2,5,0
1041,historia,tema,nouns,0,0,4,0,0,0,0,0,4,0
1042,niño,adulto,nouns,0,0,0,0,0,0,0,0,5,0
1043,guardería,preescolar,nouns,1,1,6,4,5,0,3,5,6,0
1044,película,filme,nouns,5,5,6,4,6,6,6,6,6,6
1045,trabajo,administración,nouns,0,1,3,0,4,0,0,2,4,0
1046,simulación,robótica,nouns,0,0,4,0,1,0,0,2,2,0
1047,autor,lector,nouns,0,0,4,0,0,0,0,0,4,0
1048,gusano de seda,oruga,nouns,3,0,6,2,4,0,4,4,5,3
1049,histeria,Confusión,nouns,1,1,4,3,0,0,0,0,5,3
1050,sangre,carne,nouns,0,0,2,0,0,0,0,0,4,0
1051,perspectiva,distancia,nouns,2,1,4,2,4,0,1,2,5,3
1052,encantador,alegre,adjectives,3,2,6,2,0,0,0,3,5,3
1053,ordinario,mundano,adjectives,6,3,6,3,5,0,0,6,5,6
1054,opuesto,único,adjectives,0,0,0,0,0,6,0,0,3,3
1055,infeliz,enojado,adjectives,1,2,3,1,0,6,1,3,4,2
1056,sucio,limpiar,adjectives,0,0,3,0,0,0,0,2,3,1
1057,estrecho,Delgado,adjectives,3,3,5,3,4,6,3,5,6,5
1058,imposible,factible,adjectives,0,0,0,0,0,0,0,0,2,0
1059,incorpóreo,espiritual,adjectives,2,2,6,3,4,0,0,5,6,4
1060,pegajoso,sucio,adjectives,2,0,5,0,0,0,0,2,4,3
1061,estúpido,tonto,adjectives,4,5,6,4,5,6,2,5,6,6
1062,tedioso,difícil,adjectives,4,0,3,4,0,6,3,4,2,2
1063,culpable,avergonzado,adjectives,4,0,6,0,0,0,0,1,5,2
1064,ordenado,sucio,adjectives,0,0,0,0,0,0,0,0,2,0
1065,aburrido,mediocre,adjectives,1,1,3,0,0,0,0,0,1,2
1066,enorme,tonto,adjectives,0,0,0,0,0,0,0,0,0,0
1067,insano,loco,adjectives,6,1,4,0,3,3,0,0,3,4
1068,modesto,flexible,adjectives,0,1,0,0,0,0,0,0,1,1
1069,malo,estupendo,adjectives,0,0,0,0,0,0,0,0,1,0
1070,necesitado,impotente,adjectives,2,0,0,0,0,0,0,3,5,0
1071,inocente,ingenuo,adjectives,4,5,0,1,2,0,4,5,6,6
1072,0,real,adjectives,0,0,0,0,0,0,0,0,1,0
1073,inmaduro,irresponsable,adjectives,3,2,6,1,2,0,3,4,6,4
1074,largo,estrecho,adjectives,0,0,0,0,0,0,0,1,2,0
1075,veloz,rápido,adjectives,5,6,6,5,6,6,6,6,6,6
1076,astuto,extraño,adjectives,0,0,0,0,0,0,0,0,2,1
1077,creativo,innovador,adjectives,4,2,5,3,5,6,4,5,6,5
1078,orgulloso,arrogante,adjectives,3,5,4,0,3,6,1,4,6,3
1079,asequible,barato,adjectives,4,3,6,5,5,0,6,5,6,6
1080,mediocre,bien,adjectives,0,0,1,0,0,0,0,0,1,0
1081,tonto,raro,adjectives,0,0,0,0,0,0,0,0,0,2
1082,inteligente,tonto,adjectives,0,0,0,0,0,0,0,1,1,0
1083,cruel,injusto,adjectives,2,2,5,0,0,0,1,4,5,0
1084,modesto,puro,adjectives,0,2,0,0,0,0,0,0,2,2
1085,insulso,aburrido,adjectives,5,5,6,5,5,0,0,5,6,5
1086,vulnerable,fácil,adjectives,2,0,1,0,3,0,2,0,3,1
1087,inseguro,asustado,adjectives,4,2,4,0,0,0,1,3,6,0
1088,raro,único,adjectives,4,4,5,3,4,0,3,3,5,6
1089,ordinario,frío,adjectives,0,0,0,0,0,0,0,0,1,0
1090,maravilloso,genial,adjectives,4,3,6,6,5,0,4,6,6,6
1091,raro,extraño,adjectives,6,6,6,6,6,6,3,6,6,6
1092,nacional,grande,adjectives,0,0,1,0,0,0,0,0,2,0
1093,fácil,duro,adjectives,0,0,0,0,0,0,0,1,1,0
1094,antiguo,nuevo,adjectives,0,0,0,0,0,0,0,1,1,0
1095,crudo,grosero,adjectives,3,4,0,0,2,0,0,1,2,0
1096,cansado,hambriento,adjectives,0,1,3,0,0,0,0,1,3,2
1097,fácil,difícil,adjectives,0,0,0,0,0,0,0,1,1,0
1098,reciente,nuevo,adjectives,4,4,6,5,3,6,2,5,6,0
1099,legal,ilegal,adjectives,0,0,0,0,0,0,0,1,1,0
1100,maduro,sofisticado,adjectives,1,0,5,0,0,0,0,0,4,5
1101,humilde,modesto,adjectives,5,6,5,4,4,0,2,4,6,6
1102,inmaduro,crecido,adjectives,0,0,0,0,0,0,0,0,1,4
1103,cocido,hervido,adjectives,4,6,6,5,5,6,0,6,5,3
1104,amplio,estrecho,adjectives,0,0,0,0,0,0,0,1,1,0
1105,elástico,flexible,adjectives,4,3,6,4,6,0,3,5,6,5
1106,colérico,vacilante,adjectives,0,0,4,0,0,0,0,0,2,3
1107,confidente,Por supuesto,adjectives,0,0,4,0,0,0,0,0,0,2
1108,feliz,alegre,adjectives,5,5,6,6,3,6,5,5,6,6
1109,negrita,orgulloso,adjectives,0,0,0,0,0,0,0,0,0,0
1110,difícil,simple,adjectives,0,0,0,0,0,0,0,1,1,0
1111,aburrido,gracioso,adjectives,0,0,0,0,0,0,0,0,1,0
1112,encantador,maravilloso,adjectives,3,2,6,3,2,0,3,2,6,6
1113,formal,apropiado,adjectives,4,0,2,3,3,6,0,3,4,5
1114,artificial,0,adjectives,4,4,3,0,4,0,3,5,5,6
1115,aburrido,emocionante,adjectives,0,0,0,0,0,0,0,1,1,0
1116,abierto,no revelado,adjectives,0,0,0,0,0,0,0,0,0,0
1117,modesto,avergonzado,adjectives,0,1,0,0,0,0,0,1,4,2
1118,crédulo,estúpido,adjectives,2,1,5,0,0,0,1,3,5,5
1119,hambriento,sediento,adjectives,0,1,3,0,0,0,0,2,4,2
1120,seguro,tedioso,adjectives,1,0,0,0,0,0,0,0,0,0
1121,sobrio,borracho,adjectives,0,0,0,0,0,0,0,1,1,0
1122,ilegal,inmoral,adjectives,0,2,0,1,0,0,1,2,4,5
1123,malo,horrible,adjectives,3,1,4,1,2,0,2,3,5,4
1124,bien,conocido,adjectives,0,0,0,0,0,0,0,0,1,3
1125,ocupado,perezoso,adjectives,0,0,0,0,0,0,0,0,3,0
1126,crudo,feo,adjectives,0,2,0,0,0,0,0,0,1,2
1127,neutral,indeciso,adjectives,4,2,3,0,0,0,3,0,4,2
1128,antiguo,mezclado,adjectives,0,0,0,0,0,0,0,0,0,0
1129,triste,terrible,adjectives,0,0,1,0,0,0,0,0,3,1
1130,ágil,rápido,adjectives,4,5,5,5,1,0,5,2,5,6
1131,tímido,asustado,adjectives,4,2,3,2,0,0,2,2,3,5
1132,fácil,grande,adjectives,0,0,0,0,0,0,0,0,0,0
1133,derecho,curvo,adjectives,0,0,0,0,0,0,0,1,2,0
1134,pegajoso,mojado,adjectives,0,1,3,0,0,0,0,0,4,0
1135,increíble,ordinario,adjectives,0,0,0,0,0,0,0,0,2,0
1136,violento,enojado,adjectives,1,1,4,1,0,0,1,2,4,5
1137,similar,igual,adjectives,3,1,6,6,5,0,2,3,5,6
1138,emocionado,asustado,adjectives,0,2,4,0,0,0,0,0,2,0
1139,violento,pasivo,adjectives,0,0,0,0,0,0,0,0,2,0
1140,cierto,nervioso,adjectives,0,0,0,0,0,0,0,0,1,0
1141,agresivo,curvo,adjectives,0,0,0,0,0,0,0,0,0,0
1142,legal,permitido,adjectives,4,4,5,6,5,6,0,2,6,5
1143,extraño,impar,adjectives,2,1,3,0,0,0,0,0,4,2
1144,seguro,legal,adjectives,2,0,1,3,0,0,0,0,4,4
1145,radical,violento,adjectives,4,2,5,0,0,0,0,3,5,4
1146,corto,largo,adjectives,0,0,0,0,0,0,0,1,1,0
1147,enfadado,alegre,adjectives,0,0,0,0,0,0,0,1,1,0
1148,valioso,especial,adjectives,4,4,5,5,2,6,4,3,6,5
1149,estrecho,ancho,adjectives,0,0,0,0,0,0,0,1,1,0
1150,preciso,incorrecto,adjectives,0,0,0,0,0,0,0,0,1,0
1151,mezclado,conjunto,adjectives,4,1,4,0,2,0,0,3,5,3
1152,extraño,ordinario,adjectives,0,0,0,0,0,0,0,1,1,0
1153,aburrido,cansado,adjectives,2,0,0,0,0,5,0,0,5,3
1154,flexible,suelto,adjectives,3,2,3,0,0,0,0,0,5,0
1155,tonto,listo,adjectives,0,0,0,0,0,0,0,1,1,0
1156,cierto,seguro,adjectives,5,2,4,3,5,0,0,5,6,4
1157,malo,mediocre,adjectives,1,1,5,2,2,0,4,0,6,6
1158,grande,pesado,adjectives,0,1,1,0,0,0,0,2,4,0
1159,bonito,generoso,adjectives,0,0,0,0,0,0,0,0,1,0
1160,alto,grande,adjectives,2,1,3,2,0,6,2,2,5,4
1161,despreciativo,desdeñoso,adjectives,4,5,5,5,5,0,0,6,6,0
1162,rojo,azul,adjectives,0,0,0,0,0,0,0,1,4,0
1163,astuto,difícil,adjectives,0,0,0,0,0,0,0,0,3,0
1164,violento,suave,adjectives,0,0,0,0,0,0,0,0,2,0
1165,áspero,frígido,adjectives,0,0,0,0,0,0,0,0,5,3
1166,económico,barato,adjectives,5,5,6,0,5,6,6,6,6,6
1167,conocido,nacional,adjectives,0,0,0,0,0,0,0,0,1,3
1168,grosero,crítico,adjectives,0,0,3,0,0,0,0,2,2,2
1169,tonto,inteligente,adjectives,0,0,0,0,0,0,0,5,1,0
1170,flexible,móvil,adjectives,4,2,4,0,0,0,2,2,5,4
1171,pobre,orgulloso,adjectives,0,0,0,0,0,0,0,0,2,0
1172,tímido,costoso,adjectives,0,0,0,0,0,0,0,0,0,4
1173,enfermos,loco,adjectives,0,0,4,0,0,0,1,2,4,3
1174,moderno,antiguo,adjectives,0,0,0,0,0,0,0,1,1,0
1175,bizarro,extraño,adjectives,6,0,6,5,0,6,4,0,6,6
1176,honesto,culpable,adjectives,0,0,0,0,0,0,0,1,0,0
1177,tonto,denso,adjectives,0,0,0,0,0,0,0,0,0,4
1178,quinto,parte superior,adjectives,0,0,0,0,0,0,0,0,1,0
1179,malo,culpable,adjectives,0,1,2,0,0,0,0,3,5,3
1180,precioso,sagrado,adjectives,3,2,2,0,2,0,0,3,5,3
1181,Delgado,esbelto,adjectives,4,3,5,2,0,0,2,5,5,5
1182,limpiar,inmaculado,adjectives,0,0,0,0,3,0,0,3,5,3
1183,privado,público,adjectives,0,0,0,0,0,0,0,1,1,0
1184,agudo,aburrido,adjectives,0,0,0,0,0,0,0,0,0,0
1185,grave,gracioso,adjectives,0,0,0,0,0,0,0,0,0,0
1186,potente,poderoso,adjectives,5,5,3,3,2,0,4,3,6,6
1187,nuevo,antiguo,adjectives,0,0,0,0,0,0,0,1,1,0
1188,precioso,perezoso,adjectives,0,0,0,0,0,0,0,0,0,0
1189,informe,amorfo,adjectives,0,6,0,0,5,0,0,5,6,0
1190,malo,inmoral,adjectives,2,0,3,3,2,0,0,3,6,6
1191,racional,sobrio,adjectives,1,0,4,0,2,0,0,0,1,3
1192,grande,ancho,adjectives,1,3,4,0,0,0,2,2,4,3
1193,crucial,importante,adjectives,3,5,6,5,5,0,4,5,6,5
1194,maravilloso,estupendo,adjectives,5,6,6,5,5,6,4,5,6,6
1195,raro,impar,adjectives,1,1,0,0,0,0,2,0,5,0
1196,feliz,enfadado,adjectives,0,0,0,0,0,0,0,1,1,0
1197,conocido,popular,adjectives,3,4,5,3,5,4,5,4,6,4
1198,curvo,torcido,adjectives,5,3,5,4,3,0,2,5,5,3
1199,necesario,importante,adjectives,4,3,3,5,2,6,0,3,5,4
1200,extramatrimonial,inmencionable,adjectives,0,0,3,0,0,0,0,0,0,0
1201,fuerte,orgulloso,adjectives,1,0,2,0,0,0,0,0,2,5
1202,feliz,joven,adjectives,0,0,0,0,0,0,0,0,1,0
1203,terminado,completar,adjectives,3,1,5,5,4,0,1,6,5,0
1204,tonto,confiado,adjectives,0,0,1,0,0,0,0,0,4,5
1205,menor,significativo,adjectives,0,0,0,0,0,0,0,1,1,0
1206,sucio,increíble,adjectives,0,0,0,0,0,0,0,0,0,0
1207,cargado,pesado,adjectives,4,0,4,4,2,0,3,4,3,5
